time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2003-04-29,21.3,19.4,32.7,32.7,0.0,4.75,9.7,117,1013.9,2.54,23.0,0.57
2003-04-30,25.2,19.5,42.9,42.9,0.0,3.16,13.6,333,1012.6,6.11,17.0,1.23
2003-05-01,22.5,17.3,2.5,2.5,0.0,4.97,9.8,214,1014.3,9.14,7.0,1.8
2003-05-02,19.5,14.0,0.0,0.0,0.0,4.36,8.6,218,1019.2,13.95,0.0,2.43
2003-05-03,18.7,10.8,0.0,0.0,0.0,2.48,5.0,205,1020.2,15.76,0.0,2.46
2003-05-04,22.1,10.5,0.0,0.0,0.0,2.38,5.0,106,1018.3,14.83,0.0,2.47
2003-05-05,22.0,14.4,2.4,2.4,0.0,2.88,7.2,251,1016.2,11.86,8.0,1.99
2003-05-06,17.8,11.5,11.1,11.1,0.0,5.48,9.6,270,1014.8,10.88,14.0,1.67
2003-05-07,16.6,11.3,1.8,1.8,0.0,8.14,14.8,275,1015.0,5.11,2.0,1.6
2003-05-08,17.9,13.2,0.0,0.0,0.0,5.32,9.9,273,1019.6,6.99,0.0,1.58
2003-05-09,19.8,11.6,0.0,0.0,0.0,2.86,4.9,129,1023.4,8.79,0.0,1.61
2003-05-10,22.1,9.6,0.0,0.0,0.0,3.1,6.1,91,1022.8,15.44,0.0,2.53
2003-05-11,22.7,11.1,0.0,0.0,0.0,2.62,4.6,75,1023.6,14.78,0.0,2.46
2003-05-12,23.3,11.8,0.0,0.0,0.0,2.56,4.4,107,1023.2,14.22,0.0,2.39
2003-05-13,22.3,13.8,0.0,0.0,0.0,3.26,6.3,136,1022.1,12.98,0.0,2.17
2003-05-14,24.8,13.8,0.0,0.0,0.0,3.37,6.1,79,1019.3,14.52,0.0,2.52
2003-05-15,26.2,14.2,0.0,0.0,0.0,2.7,5.5,67,1018.2,13.29,0.0,2.45
2003-05-16,27.4,16.2,0.0,0.0,0.0,3.71,7.4,3,1015.8,12.41,0.0,2.47
2003-05-17,28.5,16.0,0.0,0.0,0.0,5.16,9.7,342,1013.1,13.97,0.0,3.12
2003-05-18,22.1,19.0,3.4,3.4,0.0,4.31,7.8,189,1018.1,3.38,8.0,0.83
2003-05-19,23.2,19.0,1.1,1.1,0.0,4.81,9.5,110,1020.1,5.76,3.0,1.24
2003-05-20,24.6,17.1,1.1,1.1,0.0,4.53,7.5,352,1014.1,8.37,2.0,1.88
2003-05-21,26.4,16.6,0.0,0.0,0.0,4.5,7.7,59,1012.1,13.17,0.0,2.52
2003-05-22,29.1,18.1,12.8,12.8,0.0,5.92,14.0,349,1005.6,10.06,8.0,2.86
2003-05-23,20.8,15.5,15.9,15.9,0.0,7.69,14.2,279,1004.8,7.54,13.0,1.88
2003-05-24,16.7,13.9,0.0,0.0,0.0,10.55,19.0,285,1007.0,9.53,0.0,3.15
