time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2000-01-01,24.4,19.6,0.0,0.0,0.0,6.7,12.4,125,1012.0,17.33,0.0,4.17
2000-01-02,25.6,19.3,0.0,0.0,0.0,6.44,12.5,122,1012.2,23.95,0.0,5.22
2000-01-03,24.3,19.2,0.3,0.3,0.0,4.79,9.1,151,1009.6,16.95,2.0,3.93
2000-01-04,26.6,19.3,2.7,2.7,0.0,3.49,6.8,195,1007.3,16.12,5.0,3.49
2000-01-05,30.2,17.6,0.0,0.0,0.0,4.06,7.2,143,1007.6,29.43,0.0,6.08
2000-01-06,30.5,20.0,0.4,0.4,0.0,4.9,9.6,131,1010.7,28.3,2.0,5.91
2000-01-07,29.2,21.8,1.5,1.5,0.0,6.66,12.3,121,1011.8,24.12,5.0,5.09
2000-01-08,32.2,21.4,0.0,0.0,0.0,4.9,9.5,104,1011.2,29.31,0.0,6.26
2000-01-09,33.9,21.9,0.7,0.7,0.0,4.52,9.1,84,1011.1,28.4,1.0,6.34
2000-01-10,34.2,22.9,0.5,0.5,0.0,3.89,8.1,170,1010.1,28.77,1.0,6.24
2000-01-11,32.5,23.0,24.1,24.1,0.0,3.77,10.5,288,1007.4,24.66,6.0,5.18
2000-01-12,32.0,22.0,1.1,1.1,0.0,4.44,8.7,84,1007.1,27.04,4.0,5.65
2000-01-13,30.5,22.5,24.7,24.7,0.0,3.6,8.0,95,1007.0,18.66,6.0,3.87
2000-01-14,31.3,23.3,6.2,6.2,0.0,2.77,5.9,56,1006.4,21.84,11.0,4.58
2000-01-15,28.6,24.0,24.2,24.2,0.0,2.69,9.7,63,1005.3,11.29,21.0,2.34
2000-01-16,31.8,22.6,0.9,0.9,0.0,3.67,8.4,337,1005.1,22.07,4.0,4.64
2000-01-17,26.2,24.1,33.2,33.2,0.0,4.21,8.1,267,1007.6,5.57,16.0,1.26
2000-01-18,27.6,21.1,1.1,1.1,0.0,6.22,11.9,133,1013.9,20.59,6.0,4.06
2000-01-19,27.2,20.4,0.0,0.0,0.0,5.2,9.9,118,1013.9,28.35,0.0,5.77
2000-01-20,29.9,19.0,0.0,0.0,0.0,4.31,8.0,98,1009.6,28.0,0.0,5.89
2000-01-21,33.3,19.6,0.0,0.0,0.0,3.32,6.6,37,1006.1,30.72,0.0,6.44
2000-01-22,32.0,21.8,0.6,0.6,0.0,6.75,13.4,186,1008.2,24.26,3.0,5.22
2000-01-23,26.4,21.9,0.1,0.1,0.0,5.37,9.8,124,1012.9,14.18,1.0,3.67
2000-01-24,26.0,20.9,0.0,0.0,0.0,6.58,12.4,111,1012.3,14.67,0.0,3.69
2000-01-25,25.1,19.6,27.4,27.4,0.0,7.52,16.0,148,1011.5,13.81,12.0,2.94
2000-01-26,25.8,18.7,0.0,0.0,0.0,5.47,10.7,141,1015.2,24.34,0.0,5.0
2000-01-27,25.4,17.3,1.0,1.0,0.0,4.86,9.1,125,1015.7,22.95,6.0,4.37
2000-01-28,27.0,16.9,0.0,0.0,0.0,5.35,9.8,106,1014.7,29.84,0.0,5.97
2000-01-29,29.5,17.7,0.0,0.0,0.0,3.98,7.8,96,1011.9,26.01,0.0,5.51
2000-01-30,30.7,19.8,0.1,0.1,0.0,2.94,5.4,81,1011.7,24.12,1.0,5.2
2000-01-31,24.0,21.7,25.8,25.8,0.0,5.03,9.4,110,1011.8,5.99,20.0,1.4
2000-02-01,23.5,20.5,20.8,20.8,0.0,6.16,11.2,104,1009.2,7.5,19.0,1.67
2000-02-02,27.6,19.8,0.5,0.5,0.0,4.3,9.0,101,1007.4,21.3,2.0,4.18
2000-02-03,26.8,20.3,12.9,12.9,0.0,3.05,8.4,186,1004.9,11.59,10.0,2.37
2000-02-04,25.4,20.2,13.3,13.3,0.0,5.9,12.3,185,1005.3,19.99,13.0,3.69
2000-02-05,28.0,18.8,0.0,0.0,0.0,3.64,7.0,174,1011.3,27.86,0.0,5.41
2000-02-06,29.2,18.8,0.0,0.0,0.0,4.97,9.3,122,1014.3,26.27,0.0,5.34
2000-02-07,28.3,19.6,0.0,0.0,0.0,6.17,11.3,112,1015.5,27.06,0.0,5.43
2000-02-08,29.6,19.8,0.0,0.0,0.0,5.19,9.9,106,1013.3,28.03,0.0,5.72
2000-02-09,31.2,20.3,0.2,0.2,0.0,3.98,7.1,90,1010.0,25.16,1.0,5.25
2000-02-10,31.2,23.0,3.0,3.0,0.0,3.0,6.7,354,1007.6,25.1,3.0,5.12
2000-02-11,31.2,21.7,0.0,0.0,0.0,3.76,6.0,131,1007.5,23.72,0.0,5.05
2000-02-12,33.6,21.0,0.0,0.0,0.0,2.96,6.6,94,1006.5,26.94,0.0,5.72
2000-02-13,32.9,23.0,1.7,1.7,0.0,6.51,11.7,164,1009.9,23.63,3.0,5.17
2000-02-14,24.6,21.9,4.0,4.0,0.0,8.13,15.0,159,1017.3,6.13,16.0,1.81
2000-02-15,22.8,20.2,0.0,0.0,0.0,7.03,12.0,149,1018.8,5.56,0.0,2.27
2000-02-16,24.7,19.3,0.0,0.0,0.0,6.72,12.1,128,1021.2,19.94,0.0,4.49
2000-02-17,25.6,17.7,0.0,0.0,0.0,5.72,10.8,109,1021.2,22.17,0.0,4.68
2000-02-18,27.4,17.6,0.0,0.0,0.0,5.32,10.2,103,1019.8,26.42,0.0,5.32
