time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,rain,snowfall,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,vapour_pressure_deficit,et0_fao_evapotranspiration,shortwave_radiation,weather_code,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm
2012-01-01 00:00:00,19.5,76,15.2,0.0,0.0,0.0,1010.3,1008.5,71,5.19,106,9.8,0.55,0.05,0.0,2,20.5,22.8,0.34,0.357
2012-01-01 01:00:00,19.4,76,15.0,0.1,0.1,0.0,1009.9,1008.1,68,5.03,107,9.5,0.54,0.05,0.0,51,20.4,22.7,0.341,0.357
2012-01-01 02:00:00,19.2,77,15.1,0.1,0.1,0.0,1009.6,1007.8,89,4.49,107,9.1,0.5,0.04,0.0,51,20.2,22.6,0.342,0.357
2012-01-01 03:00:00,19.2,78,15.3,0.0,0.0,0.0,1009.5,1007.7,100,3.76,107,8.2,0.49,0.03,0.0,3,20.2,22.5,0.342,0.357
2012-01-01 04:00:00,19.0,87,16.7,0.0,0.0,0.0,1009.3,1007.5,84,3.44,116,6.6,0.3,0.01,0.0,3,20.2,22.4,0.343,0.357
2012-01-01 05:00:00,19.1,86,16.7,0.0,0.0,0.0,1009.9,1008.1,83,3.11,123,6.2,0.31,0.01,0.0,3,20.1,22.2,0.343,0.357
2012-01-01 06:00:00,19.1,86,16.6,0.0,0.0,0.0,1010.4,1008.6,88,2.91,131,5.9,0.32,0.03,7.0,3,20.0,22.1,0.343,0.357
2012-01-01 07:00:00,19.9,82,16.8,0.0,0.0,0.0,1011.5,1009.7,83,3.58,126,6.2,0.41,0.08,99.0,3,20.5,22.1,0.342,0.357
2012-01-01 08:00:00,21.2,75,16.6,0.0,0.0,0.0,1011.9,1010.1,50,4.0,122,7.4,0.63,0.17,247.0,2,21.5,22.0,0.342,0.357
2012-01-01 09:00:00,22.7,69,16.6,0.0,0.0,0.0,1012.1,1010.3,42,4.34,116,8.4,0.86,0.3,454.0,1,23.0,22.1,0.341,0.357
2012-01-01 10:00:00,23.6,66,16.8,0.1,0.1,0.0,1011.9,1010.2,67,4.74,108,9.5,0.99,0.37,544.0,51,24.1,22.2,0.341,0.357
2012-01-01 11:00:00,24.3,63,16.9,0.0,0.0,0.0,1011.8,1010.1,77,5.18,100,10.5,1.11,0.38,543.0,2,24.7,22.3,0.339,0.356
2012-01-01 12:00:00,25.9,59,17.2,0.0,0.0,0.0,1011.2,1009.5,69,5.41,102,12.8,1.37,0.57,849.0,2,26.4,22.5,0.337,0.356
2012-01-01 13:00:00,26.4,57,17.3,0.0,0.0,0.0,1010.9,1009.2,27,5.69,114,13.0,1.48,0.57,826.0,1,27.3,22.8,0.334,0.356
2012-01-01 14:00:00,27.0,56,17.6,0.0,0.0,0.0,1010.5,1008.8,35,5.68,118,13.3,1.56,0.61,877.0,1,28.1,23.0,0.331,0.355
2012-01-01 15:00:00,26.5,57,17.4,0.3,0.3,0.0,1010.2,1008.5,51,6.52,122,13.2,1.48,0.54,773.0,51,28.2,23.3,0.331,0.355
2012-01-01 16:00:00,25.6,61,17.6,0.0,0.0,0.0,1009.7,1008.0,42,7.2,117,13.5,1.27,0.45,638.0,1,27.8,23.5,0.33,0.355
2012-01-01 17:00:00,24.9,64,17.6,0.0,0.0,0.0,1009.6,1007.9,59,7.38,115,13.8,1.13,0.34,457.0,2,27.1,23.7,0.328,0.354
2012-01-01 18:00:00,23.8,68,17.7,0.0,0.0,0.0,1010.0,1008.3,80,6.69,112,13.6,0.93,0.21,239.0,3,26.0,23.7,0.327,0.354
2012-01-01 19:00:00,23.0,72,17.7,0.0,0.0,0.0,1010.3,1008.6,95,5.32,116,12.3,0.78,0.11,74.0,3,24.9,23.8,0.327,0.354
2012-01-01 20:00:00,22.2,77,17.9,0.0,0.0,0.0,1010.9,1009.1,100,5.47,121,10.3,0.62,0.08,3.0,3,23.9,23.8,0.326,0.354
2012-01-01 21:00:00,21.6,81,18.1,0.0,0.0,0.0,1011.0,1009.2,98,4.88,125,9.6,0.5,0.04,0.0,3,23.2,23.7,0.326,0.354
2012-01-01 22:00:00,21.0,85,18.4,0.0,0.0,0.0,1011.2,1009.4,94,4.94,122,9.1,0.37,0.02,0.0,3,22.6,23.6,0.326,0.354
2012-01-01 23:00:00,20.5,89,18.5,0.0,0.0,0.0,1011.2,1009.4,81,4.41,123,8.0,0.27,0.01,0.0,3,22.1,23.6,0.326,0.354
2012-01-02 00:00:00,20.1,91,18.6,0.0,0.0,0.0,1010.9,1009.1,78,3.92,128,7.1,0.22,0.0,0.0,2,21.7,23.4,0.326,0.354
2012-01-02 01:00:00,19.9,92,18.6,0.1,0.1,0.0,1010.4,1008.6,61,3.55,130,6.7,0.18,0.0,0.0,51,21.4,23.3,0.327,0.354
2012-01-02 02:00:00,19.7,91,18.2,0.2,0.2,0.0,1009.9,1008.1,48,3.55,130,6.7,0.2,0.0,0.0,51,21.2,23.2,0.328,0.354
2012-01-02 03:00:00,19.5,93,18.4,0.2,0.2,0.0,1009.7,1007.9,92,3.19,139,6.5,0.15,0.0,0.0,51,21.0,23.1,0.33,0.354
2012-01-02 04:00:00,19.3,94,18.3,0.0,0.0,0.0,1009.9,1008.1,93,3.11,147,5.5,0.14,0.0,0.0,3,20.8,23.0,0.33,0.354
2012-01-02 05:00:00,19.3,93,18.2,0.0,0.0,0.0,1010.2,1008.4,91,2.88,160,4.8,0.15,0.0,0.0,3,20.7,22.9,0.331,0.354
2012-01-02 06:00:00,19.4,92,18.0,0.0,0.0,0.0,1010.9,1009.1,94,3.18,167,5.4,0.19,0.02,6.0,3,20.6,22.7,0.331,0.354
2012-01-02 07:00:00,20.4,85,17.7,0.0,0.0,0.0,1011.6,1009.8,93,3.08,167,6.0,0.37,0.07,93.0,3,21.1,22.7,0.332,0.354
2012-01-02 08:00:00,21.6,72,16.3,0.0,0.0,0.0,1011.5,1009.7,89,3.7,161,7.4,0.73,0.18,264.0,3,22.0,22.6,0.331,0.354
2012-01-02 09:00:00,22.4,67,16.0,0.0,0.0,0.0,1011.4,1009.6,86,3.73,160,7.6,0.88,0.27,388.0,3,23.0,22.6,0.33,0.354
2012-01-02 10:00:00,23.6,61,15.7,0.0,0.0,0.0,1011.2,1009.5,89,3.35,163,7.9,1.14,0.42,641.0,3,24.7,22.7,0.329,0.354
2012-01-02 11:00:00,24.8,55,15.2,0.0,0.0,0.0,1010.6,1008.9,89,2.84,170,7.8,1.41,0.53,786.0,3,26.3,22.9,0.326,0.353
2012-01-02 12:00:00,25.6,51,14.7,0.0,0.0,0.0,1010.4,1008.7,100,3.1,180,7.6,1.61,0.54,768.0,3,27.2,23.1,0.323,0.353
2012-01-02 13:00:00,26.7,47,14.3,0.0,0.0,0.0,1010.2,1008.5,93,4.11,184,8.8,1.87,0.67,962.0,3,28.7,23.4,0.32,0.352
2012-01-02 14:00:00,26.8,46,14.2,0.0,0.0,0.0,1009.9,1008.2,78,4.82,185,10.4,1.9,0.61,829.0,2,28.9,23.6,0.317,0.352
2012-01-02 15:00:00,26.7,47,14.4,0.0,0.0,0.0,1009.4,1007.7,68,5.22,184,11.5,1.86,0.6,839.0,2,29.1,23.9,0.314,0.352
2012-01-02 16:00:00,26.0,48,14.1,0.0,0.0,0.0,1009.3,1007.6,43,5.1,181,10.6,1.76,0.49,649.0,1,28.5,24.1,0.311,0.351
2012-01-02 17:00:00,25.2,52,14.7,0.0,0.0,0.0,1008.8,1007.1,0,4.84,173,10.2,1.54,0.41,555.0,0,27.9,24.2,0.309,0.351
2012-01-02 18:00:00,24.2,56,14.9,0.0,0.0,0.0,1009.2,1007.5,0,5.08,170,9.6,1.33,0.29,366.0,0,26.9,24.3,0.308,0.351
2012-01-02 19:00:00,22.8,62,15.1,0.0,0.0,0.0,1009.4,1007.7,0,4.3,162,9.7,1.06,0.14,148.0,0,25.5,24.4,0.307,0.351
2012-01-02 20:00:00,21.5,67,15.1,0.0,0.0,0.0,1010.3,1008.5,0,3.42,159,8.0,0.85,0.07,10.0,0,23.9,24.3,0.307,0.351
2012-01-02 21:00:00,20.5,72,15.2,0.0,0.0,0.0,1010.6,1008.8,0,2.42,156,6.1,0.69,0.02,0.0,0,22.8,24.2,0.307,0.351
2012-01-02 22:00:00,19.5,78,15.6,0.0,0.0,0.0,1011.1,1009.3,0,1.92,152,3.7,0.49,0.01,0.0,0,21.8,24.1,0.307,0.351
2012-01-02 23:00:00,19.7,77,15.5,0.0,0.0,0.0,1011.1,1009.3,0,1.3,148,3.1,0.53,0.0,0.0,0,20.8,23.9,0.307,0.351
2012-01-03 00:00:00,19.0,81,15.7,0.0,0.0,0.0,1010.6,1008.8,0,0.4,270,1.8,0.41,0.0,0.0,0,20.0,23.7,0.307,0.351
2012-01-03 01:00:00,16.7,92,15.4,0.0,0.0,0.0,1010.3,1008.5,0,1.58,305,2.3,0.15,0.0,0.0,0,19.3,23.4,0.307,0.351
2012-01-03 02:00:00,15.6,95,14.8,0.0,0.0,0.0,1009.7,1007.9,0,1.97,300,2.9,0.08,0.0,0.0,0,18.7,23.2,0.307,0.351
2012-01-03 03:00:00,15.2,96,14.6,0.0,0.0,0.0,1009.6,1007.8,0,1.92,298,3.1,0.07,0.0,0.0,0,18.3,23.0,0.307,0.351
2012-01-03 04:00:00,15.2,97,14.7,0.0,0.0,0.0,1009.8,1008.0,0,1.92,298,3.2,0.05,0.0,0.0,0,18.0,22.7,0.307,0.351
2012-01-03 05:00:00,14.9,97,14.5,0.0,0.0,0.0,1010.2,1008.4,0,1.84,299,3.1,0.05,0.0,0.0,0,17.7,22.5,0.307,0.351
2012-01-03 06:00:00,15.0,97,14.6,0.0,0.0,0.0,1010.8,1009.0,0,2.11,301,3.3,0.05,0.01,11.0,0,17.5,22.2,0.307,0.35
2012-01-03 07:00:00,18.3,88,16.2,0.0,0.0,0.0,1011.3,1009.5,0,1.97,294,4.6,0.26,0.07,156.0,0,19.1,22.1,0.307,0.35
2012-01-03 08:00:00,21.0,73,15.9,0.0,0.0,0.0,1011.3,1009.5,0,2.72,287,6.0,0.67,0.22,378.0,0,21.4,22.0,0.307,0.35
2012-01-03 09:00:00,23.0,62,15.2,0.0,0.0,0.0,1011.5,1009.8,0,2.98,284,7.1,1.08,0.39,613.0,0,23.5,22.1,0.305,0.35
2012-01-03 10:00:00,24.9,53,14.6,0.0,0.0,0.0,1011.4,1009.7,0,3.13,277,7.4,1.48,0.54,815.0,0,25.6,22.3,0.303,0.35
2012-01-03 11:00:00,26.5,47,14.3,0.0,0.0,0.0,1011.2,1009.5,0,3.1,268,7.4,1.83,0.66,951.0,0,27.4,22.5,0.3,0.349
