time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,rain,snowfall,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,vapour_pressure_deficit,et0_fao_evapotranspiration,shortwave_radiation,weather_code,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm
2016-01-01 00:00:00,22.3,86,19.9,0.0,0.0,0.0,1009.9,1008.2,97,2.95,118,4.1,0.37,0.01,0.0,3,23.5,25.3,0.476,0.461
2016-01-01 01:00:00,22.1,88,20.0,0.0,0.0,0.0,1010.1,1008.3,98,2.21,108,3.5,0.32,0.0,0.0,3,23.3,25.2,0.475,0.462
2016-01-01 02:00:00,21.9,90,20.2,0.0,0.0,0.0,1010.2,1008.4,97,1.43,102,2.5,0.26,0.0,0.0,3,23.1,25.0,0.474,0.462
2016-01-01 03:00:00,21.6,92,20.3,0.0,0.0,0.0,1010.6,1008.8,84,1.26,108,2.2,0.2,0.0,0.0,3,22.9,24.9,0.474,0.462
2016-01-01 04:00:00,21.7,91,20.1,0.0,0.0,0.0,1010.4,1008.6,69,1.7,118,2.6,0.24,0.0,0.0,2,22.8,24.7,0.473,0.462
2016-01-01 05:00:00,21.4,92,20.0,0.0,0.0,0.0,1010.6,1008.8,45,1.97,120,3.0,0.21,0.0,0.0,1,22.5,24.6,0.473,0.462
2016-01-01 06:00:00,21.3,93,20.1,0.0,0.0,0.0,1011.0,1009.2,23,2.44,125,3.4,0.18,0.02,10.0,1,22.4,24.5,0.472,0.462
2016-01-01 07:00:00,22.5,88,20.3,0.0,0.0,0.0,1011.7,1009.9,26,3.09,119,5.0,0.34,0.08,117.0,1,23.2,24.4,0.471,0.462
2016-01-01 08:00:00,23.7,80,20.1,0.0,0.0,0.0,1011.9,1010.2,51,4.39,102,7.8,0.59,0.19,290.0,2,24.2,24.4,0.47,0.462
2016-01-01 09:00:00,24.9,73,19.8,0.0,0.0,0.0,1012.2,1010.5,70,4.14,98,7.7,0.84,0.3,448.0,2,25.2,24.4,0.468,0.462
2016-01-01 10:00:00,25.9,70,20.0,0.0,0.0,0.0,1012.6,1010.9,95,3.74,106,7.2,1.01,0.38,552.0,3,26.3,24.5,0.466,0.462
2016-01-01 11:00:00,26.2,68,19.9,0.0,0.0,0.0,1012.1,1010.4,100,4.21,108,7.1,1.08,0.33,437.0,3,26.6,24.6,0.464,0.462
2016-01-01 12:00:00,26.8,68,20.3,0.1,0.1,0.0,1011.6,1009.9,100,5.0,106,7.8,1.14,0.44,620.0,51,27.5,24.7,0.463,0.461
2016-01-01 13:00:00,27.3,67,20.6,0.1,0.1,0.0,1011.1,1009.4,100,5.63,107,8.9,1.19,0.55,808.0,51,28.4,24.9,0.46,0.461
2016-01-01 14:00:00,27.1,67,20.6,0.0,0.0,0.0,1010.9,1009.2,100,5.73,106,10.3,1.17,0.49,704.0,3,28.6,25.1,0.457,0.46
2016-01-01 15:00:00,26.5,70,20.5,0.0,0.0,0.0,1011.0,1009.3,100,5.7,105,11.6,1.05,0.39,542.0,3,28.2,25.3,0.455,0.46
2016-01-01 16:00:00,25.5,70,19.7,0.0,0.0,0.0,1010.7,1009.0,99,5.89,105,10.8,0.98,0.27,338.0,3,27.3,25.3,0.453,0.459
2016-01-01 17:00:00,25.2,70,19.3,0.0,0.0,0.0,1010.6,1008.9,99,5.99,105,11.4,0.98,0.28,362.0,3,26.9,25.4,0.451,0.459
2016-01-01 18:00:00,24.6,70,18.9,0.0,0.0,0.0,1010.4,1008.7,99,5.99,105,11.3,0.92,0.21,252.0,3,26.2,25.4,0.449,0.459
2016-01-01 19:00:00,23.8,73,18.6,0.0,0.0,0.0,1011.2,1009.5,99,5.69,108,11.1,0.8,0.12,88.0,3,25.3,25.4,0.448,0.458
2016-01-01 20:00:00,23.1,75,18.3,0.0,0.0,0.0,1011.6,1009.9,91,5.76,107,9.9,0.72,0.08,7.0,3,24.5,25.3,0.448,0.458
2016-01-01 21:00:00,22.6,77,18.4,0.0,0.0,0.0,1012.3,1010.5,86,5.48,105,9.6,0.63,0.05,0.0,3,23.9,25.2,0.448,0.458
2016-01-01 22:00:00,22.2,79,18.4,0.0,0.0,0.0,1012.6,1010.8,100,5.17,105,9.1,0.57,0.04,0.0,3,23.5,25.1,0.447,0.458
2016-01-01 23:00:00,22.0,80,18.4,0.0,0.0,0.0,1013.0,1011.2,87,4.68,106,8.7,0.53,0.04,0.0,3,23.2,25.0,0.447,0.458
2016-01-02 00:00:00,21.7,82,18.4,0.0,0.0,0.0,1012.4,1010.6,62,4.68,110,8.1,0.48,0.03,0.0,2,22.9,24.8,0.447,0.458
2016-01-02 01:00:00,21.6,82,18.4,0.0,0.0,0.0,1012.0,1010.2,16,4.62,112,8.0,0.46,0.03,0.0,0,22.6,24.7,0.447,0.458
