time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2016-01-01,27.3,21.3,0.2,0.2,0.0,5.99,11.6,107,1011.3,20.07,2.0,4.28
2016-01-02,27.5,21.4,0.0,0.0,0.0,6.24,12.4,102,1013.4,19.96,0.0,4.47
2016-01-03,27.8,20.6,0.0,0.0,0.0,6.33,11.9,97,1013.8,27.56,0.0,5.72
2016-01-04,30.5,20.8,0.0,0.0,0.0,5.3,9.8,85,1012.9,27.5,0.0,6.07
2016-01-05,29.2,22.7,2.3,2.3,0.0,3.88,7.4,98,1011.7,10.66,9.0,2.64
2016-01-06,29.8,23.5,4.9,4.9,0.0,2.06,7.0,43,1010.1,13.63,18.0,2.91
2016-01-07,25.6,23.0,0.9,0.9,0.0,6.23,11.3,177,1010.8,8.9,6.0,2.13
2016-01-08,26.1,20.9,0.0,0.0,0.0,4.3,7.6,127,1011.8,14.8,0.0,3.38
2016-01-09,28.9,21.3,1.6,1.6,0.0,6.16,11.5,126,1012.4,14.45,6.0,3.25
2016-01-10,30.9,23.1,0.0,0.0,0.0,5.03,9.3,109,1010.2,21.83,0.0,4.69
2016-01-11,30.0,21.8,0.4,0.4,0.0,4.47,8.5,161,1007.2,21.95,3.0,4.66
2016-01-12,31.3,22.5,0.0,0.0,0.0,3.77,6.5,126,1006.9,25.34,0.0,5.42
2016-01-13,30.8,21.2,1.3,1.3,0.0,6.96,12.7,155,1009.3,26.69,7.0,5.76
2016-01-14,27.0,20.9,0.0,0.0,0.0,6.04,11.2,115,1013.4,25.46,0.0,5.73
2016-01-15,30.1,20.0,0.3,0.3,0.0,4.61,8.9,130,1010.3,26.94,2.0,5.84
2016-01-16,30.6,19.5,0.0,0.0,0.0,4.83,9.1,127,1012.3,30.35,0.0,6.4
2016-01-17,32.2,18.8,0.0,0.0,0.0,3.01,5.8,121,1012.5,31.1,0.0,6.6
2016-01-18,33.6,19.1,0.0,0.0,0.0,3.64,6.9,144,1012.4,31.45,0.0,6.95
2016-01-19,31.8,20.1,0.0,0.0,0.0,5.38,10.0,160,1013.4,29.4,0.0,6.63
2016-01-20,31.6,21.2,0.0,0.0,0.0,5.48,10.1,127,1014.5,29.82,0.0,6.65
2016-01-21,29.9,22.0,0.5,0.5,0.0,7.18,13.4,104,1016.1,24.35,3.0,5.74
2016-01-22,30.6,19.7,0.0,0.0,0.0,6.36,12.1,96,1015.6,31.33,0.0,7.07
2016-01-23,34.2,19.4,0.0,0.0,0.0,3.8,8.4,165,1012.8,30.5,0.0,7.13
2016-01-24,34.8,21.9,0.0,0.0,0.0,6.02,11.4,101,1009.5,30.61,0.0,7.45
2016-01-25,36.1,22.4,0.0,0.0,0.0,5.71,12.1,327,1006.7,26.52,0.0,7.07
2016-01-26,27.6,18.7,20.3,20.3,0.0,5.39,10.6,183,1009.8,5.87,14.0,1.54
2016-01-27,26.9,18.3,0.1,0.1,0.0,5.64,10.6,118,1014.9,22.86,1.0,4.95
2016-01-28,27.1,21.4,0.0,0.0,0.0,5.71,10.7,94,1014.7,12.95,0.0,3.6
2016-01-29,33.0,22.3,0.3,0.3,0.0,4.5,8.8,98,1012.1,24.63,1.0,5.39
2016-01-30,32.2,23.2,5.7,5.7,0.0,4.7,8.7,197,1010.6,19.59,6.0,4.24
2016-01-31,25.6,22.4,31.6,31.6,0.0,5.43,9.7,161,1012.8,12.96,18.0,2.63
2016-02-01,26.2,20.7,0.8,0.8,0.0,5.98,11.6,157,1016.7,23.12,3.0,4.52
2016-02-02,25.6,19.3,0.5,0.5,0.0,3.89,7.7,134,1016.9,15.7,4.0,3.38
2016-02-03,26.4,21.3,6.6,6.6,0.0,4.3,8.0,95,1013.8,9.89,11.0,2.3
2016-02-04,29.2,21.6,19.4,19.4,0.0,4.3,13.8,293,1010.5,19.59,12.0,3.89
2016-02-05,27.8,20.9,0.3,0.3,0.0,4.26,9.3,159,1015.0,22.83,2.0,4.56
2016-02-06,28.3,19.8,0.0,0.0,0.0,4.65,8.5,128,1017.7,23.39,0.0,4.77
2016-02-07,30.2,21.7,0.0,0.0,0.0,5.6,10.5,101,1015.0,23.39,0.0,4.9
2016-02-08,32.9,22.8,2.7,2.7,0.0,3.53,9.3,21,1011.3,23.56,6.0,5.1
2016-02-09,31.0,25.1,12.4,12.4,0.0,6.45,16.1,293,1011.0,16.87,11.0,3.62
2016-02-10,30.8,22.0,0.0,0.0,0.0,3.4,6.8,132,1014.4,26.75,0.0,5.6
2016-02-11,30.7,19.3,0.0,0.0,0.0,4.96,8.9,115,1013.9,28.86,0.0,6.04
2016-02-12,31.9,21.2,0.0,0.0,0.0,4.18,7.7,100,1011.0,27.35,0.0,5.76
2016-02-13,32.2,22.8,4.2,4.2,0.0,3.69,9.8,6,1008.1,19.35,6.0,4.27
2016-02-14,29.2,23.8,1.2,1.2,0.0,4.85,9.4,196,1009.3,16.1,6.0,3.37
2016-02-15,29.4,21.9,0.0,0.0,0.0,5.37,10.0,118,1012.1,25.56,0.0,5.21
2016-02-16,31.7,20.8,0.0,0.0,0.0,4.16,8.5,80,1011.0,24.83,0.0,5.33
2016-02-17,33.4,22.6,6.2,6.2,0.0,3.76,9.4,13,1009.2,24.61,1.0,5.21
2016-02-18,30.1,22.7,2.1,2.1,0.0,4.18,10.3,237,1011.6,19.91,6.0,4.14
2016-02-19,30.1,19.7,0.0,0.0,0.0,3.91,6.8,123,1011.7,23.54,0.0,4.87
2016-02-20,29.8,21.0,0.0,0.0,0.0,4.22,8.2,145,1012.5,25.64,0.0,5.43
2016-02-21,29.1,22.3,1.2,1.2,0.0,6.61,12.2,109,1013.7,19.04,5.0,4.36
2016-02-22,31.5,22.1,0.8,0.8,0.0,5.85,10.9,107,1012.1,25.53,1.0,5.57
2016-02-23,31.8,22.2,0.3,0.3,0.0,3.96,6.7,108,1010.8,24.64,2.0,5.12
2016-02-24,32.0,22.3,0.5,0.5,0.0,4.11,9.8,305,1008.3,22.72,3.0,4.77
2016-02-25,32.7,24.6,0.4,0.4,0.0,4.43,10.5,298,1006.9,24.03,2.0,5.17
2016-02-26,33.9,23.2,10.6,10.6,0.0,3.86,8.8,359,1005.0,22.78,3.0,4.89
2016-02-27,27.9,23.6,3.1,3.1,0.0,6.65,12.1,272,1008.0,13.6,6.0,3.18
2016-02-28,27.2,21.1,0.0,0.0,0.0,2.97,7.6,129,1015.3,22.59,0.0,4.79
2016-02-29,29.2,16.9,0.0,0.0,0.0,4.11,7.1,77,1018.9,27.26,0.0,5.94
2016-03-01,29.8,16.9,0.0,0.0,0.0,5.5,9.7,94,1018.1,26.31,0.0,5.94
2016-03-02,27.5,20.6,7.3,7.3,0.0,8.68,13.2,101,1015.2,14.06,6.0,3.75
2016-03-03,22.8,19.9,49.3,49.3,0.0,8.79,18.3,113,1008.7,6.46,24.0,1.77
2016-03-04,23.5,19.1,4.3,4.3,0.0,5.02,9.8,174,1010.5,11.52,13.0,2.31
2016-03-05,25.9,18.2,0.1,0.1,0.0,3.01,8.0,286,1012.4,22.09,1.0,4.1
2016-03-06,26.7,18.6,0.2,0.2,0.0,3.51,10.2,276,1013.1,21.8,1.0,4.14
2016-03-07,26.5,17.9,0.3,0.3,0.0,3.38,5.7,169,1016.1,21.99,2.0,4.29
2016-03-08,28.7,18.3,0.0,0.0,0.0,3.69,6.9,118,1014.8,21.47,0.0,4.29
2016-03-09,23.4,20.8,24.8,24.8,0.0,2.38,8.5,181,1012.2,4.31,15.0,0.95
2016-03-10,21.6,19.9,60.8,60.8,0.0,6.66,12.8,199,1009.2,2.92,21.0,0.77
2016-03-11,24.0,18.7,9.6,9.6,0.0,5.94,10.9,272,1010.2,16.56,11.0,2.89
2016-03-12,23.4,18.5,2.1,2.1,0.0,5.07,10.2,190,1017.8,14.73,6.0,2.94
2016-03-13,24.5,16.8,0.6,0.6,0.0,5.0,9.4,115,1022.0,18.87,4.0,3.62
2016-03-14,27.3,17.5,0.0,0.0,0.0,4.83,8.9,107,1020.7,22.91,0.0,4.52
2016-03-15,28.1,18.0,0.0,0.0,0.0,4.35,7.8,107,1020.1,22.08,0.0,4.37
2016-03-16,29.1,18.9,0.0,0.0,0.0,2.97,5.6,121,1019.6,22.06,0.0,4.39
2016-03-17,30.8,20.0,0.0,0.0,0.0,3.16,5.6,87,1016.3,21.57,0.0,4.4
2016-03-18,32.4,20.5,0.0,0.0,0.0,3.27,7.1,349,1013.5,21.93,0.0,4.62
2016-03-19,25.1,21.3,1.7,1.7,0.0,6.4,11.9,165,1017.3,7.15,7.0,1.71
2016-03-20,24.0,20.7,7.0,7.0,0.0,5.91,10.2,126,1018.3,8.02,5.0,2.24
2016-03-21,25.8,20.9,35.9,35.9,0.0,4.2,9.7,323,1013.3,7.82,22.0,1.61
2016-03-22,24.6,20.1,2.0,2.0,0.0,5.29,9.7,253,1013.8,17.04,7.0,3.11
