time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2005-01-01,30.1,21.5,0.2,0.2,0.0,5.95,11.2,115,1014.8,22.15,2.0,5.19
2005-01-02,32.7,21.1,0.0,0.0,0.0,5.49,10.3,104,1012.8,27.53,0.0,6.26
2005-01-03,27.7,23.5,6.2,6.2,0.0,3.1,6.8,77,1011.6,12.23,14.0,2.91
2005-01-04,31.3,22.6,0.0,0.0,0.0,4.21,9.4,120,1007.9,24.89,0.0,5.45
2005-01-05,31.7,21.2,0.0,0.0,0.0,4.02,7.8,170,1007.1,22.21,0.0,5.04
2005-01-06,32.7,22.2,0.0,0.0,0.0,5.24,10.0,155,1008.6,25.51,0.0,5.8
2005-01-07,33.5,21.5,0.0,0.0,0.0,5.28,9.7,122,1010.5,29.47,0.0,6.59
2005-01-08,35.6,22.9,0.0,0.0,0.0,6.57,12.2,115,1009.5,30.1,0.0,6.9
2005-01-09,36.9,23.7,1.5,1.5,0.0,3.66,8.0,232,1006.0,28.72,2.0,6.71
2005-01-10,29.8,23.9,9.7,9.7,0.0,6.03,11.0,154,1008.2,15.78,12.0,3.71
2005-01-11,30.0,22.5,1.0,1.0,0.0,6.31,11.9,109,1011.6,23.89,7.0,5.43
2005-01-12,32.9,21.4,0.0,0.0,0.0,5.33,9.6,108,1011.0,31.1,0.0,7.03
2005-01-13,33.0,19.8,0.0,0.0,0.0,6.39,12.9,159,1009.8,31.99,0.0,7.4
2005-01-14,34.0,20.2,0.0,0.0,0.0,4.77,9.0,94,1005.4,28.51,0.0,6.37
2005-01-15,31.9,22.7,5.8,5.8,0.0,5.6,15.1,282,1002.6,13.49,9.0,4.05
2005-01-16,27.5,20.4,0.3,0.3,0.0,6.72,12.5,145,1011.2,29.59,2.0,6.78
2005-01-17,29.7,15.8,0.0,0.0,0.0,5.41,10.3,111,1010.4,32.42,0.0,7.04
2005-01-18,31.7,18.1,0.0,0.0,0.0,5.99,11.0,148,1009.1,31.56,0.0,6.98
2005-01-19,31.3,19.7,0.0,0.0,0.0,5.59,10.8,126,1008.4,30.19,0.0,6.73
