time,temperature_2m,relative_humidity_2m,precipitation,rain,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m
2021-01-01T00:00,21.3,65,0.0,0.0,1015.5,38,2.56,121
2021-01-01T01:00,21.0,68,0.0,0.0,1015.3,57,2.15,112
2021-01-01T02:00,20.8,70,0.0,0.0,1014.9,29,1.84,112
2021-01-01T03:00,20.3,73,0.0,0.0,1014.8,21,1.27,135
2021-01-01T04:00,19.0,81,0.0,0.0,1015.1,13,1.62,158
2021-01-01T05:00,18.6,84,0.0,0.0,1015.5,1,1.68,197
2021-01-01T06:00,18.7,88,0.0,0.0,1015.7,0,0.7,270
2021-01-01T07:00,20.8,72,0.0,0.0,1016.1,0,0.64,321
2021-01-01T08:00,22.0,64,0.0,0.0,1016.5,2,0.54,22
2021-01-01T09:00,22.6,56,0.0,0.0,1017.2,9,0.36,146
2021-01-01T10:00,24.4,49,0.0,0.0,1017.1,1,1.28,141
2021-01-01T11:00,25.6,45,0.0,0.0,1017.2,0,1.77,137
2021-01-01T12:00,26.6,43,0.0,0.0,1016.8,0,2.05,137
2021-01-01T13:00,27.5,42,0.0,0.0,1016.4,42,2.28,142
2021-01-01T14:00,28.1,42,0.0,0.0,1015.6,19,2.83,148
2021-01-01T15:00,28.4,38,0.0,0.0,1015.1,0,3.76,151
2021-01-01T16:00,28.4,32,0.0,0.0,1014.6,0,4.61,150
2021-01-01T17:00,28.0,28,0.0,0.0,1014.4,0,5.28,153
2021-01-01T18:00,27.1,28,0.0,0.0,1014.5,0,5.46,154
2021-01-01T19:00,25.7,35,0.0,0.0,1014.7,0,4.42,142
2021-01-01T20:00,24.3,45,0.0,0.0,1015.2,0,3.28,121
2021-01-01T21:00,23.3,47,0.0,0.0,1015.9,0,3.32,74
2021-01-01T22:00,22.2,51,0.0,0.0,1016.1,50,3.31,61
2021-01-01T23:00,21.1,56,0.0,0.0,1015.6,0,2.41,48
2021-01-02T00:00,19.3,65,0.0,0.0,1015.5,42,2.42,24
2021-01-02T01:00,19.2,66,0.0,0.0,1014.9,82,1.7,357
2021-01-02T02:00,19.1,66,0.0,0.0,1014.3,64,2.15,338
2021-01-02T03:00,18.6,62,0.0,0.0,1014.2,31,2.42,308
2021-01-02T04:00,18.6,55,0.0,0.0,1014.4,56,2.6,286
2021-01-02T05:00,18.5,55,0.0,0.0,1014.8,0,2.82,276
2021-01-02T06:00,18.5,57,0.0,0.0,1015.6,0,2.5,233
2021-01-02T07:00,21.1,49,0.0,0.0,1015.7,0,2.82,264
2021-01-02T08:00,24.1,41,0.0,0.0,1015.9,3,3.2,270
2021-01-02T09:00,25.4,40,0.0,0.0,1016.5,1,2.91,274
2021-01-02T10:00,26.8,41,0.0,0.0,1016.4,0,1.49,250
2021-01-02T11:00,28.0,41,0.0,0.0,1015.9,6,0.71,188
2021-01-02T12:00,29.0,38,0.0,0.0,1015.4,23,2.14,143
2021-01-02T13:00,29.0,39,0.0,0.0,1015.0,40,4.74,134
2021-01-02T14:00,26.7,53,0.1,0.1,1014.9,42,8.22,139
2021-01-02T15:00,25.7,54,0.0,0.0,1014.8,57,8.6,151
2021-01-02T16:00,26.0,49,0.0,0.0,1014.2,9,8.5,152
2021-01-02T17:00,25.3,53,0.0,0.0,1014.1,30,8.41,153
2021-01-02T18:00,24.2,54,0.0,0.0,1014.3,17,8.01,152
2021-01-02T19:00,23.2,56,0.0,0.0,1014.5,1,6.91,149
2021-01-02T20:00,22.7,56,0.0,0.0,1014.7,4,4.9,141
2021-01-02T21:00,22.0,63,0.0,0.0,1015.2,43,3.86,127
2021-01-02T22:00,21.8,71,0.0,0.0,1015.7,4,4.68,110
2021-01-02T23:00,21.2,75,0.0,0.0,1015.7,4,4.1,103
2021-01-03T00:00,20.7,78,0.0,0.0,1015.4,1,3.16,101
2021-01-03T01:00,20.3,81,0.0,0.0,1014.9,4,2.57,103
