time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2013-01-01,25.3,19.6,16.2,16.2,0.0,6.36,11.4,247,1010.7,8.42,8.0,2.58
2013-01-02,23.4,17.3,0.0,0.0,0.0,4.52,8.6,156,1019.4,24.9,0.0,5.05
2013-01-03,26.9,16.7,0.0,0.0,0.0,5.35,10.0,107,1019.1,28.2,0.0,5.71
2013-01-04,30.0,18.2,0.0,0.0,0.0,4.44,7.8,97,1016.8,30.22,0.0,6.14
2013-01-05,30.3,19.7,8.9,8.9,0.0,3.26,9.4,24,1012.4,18.37,5.0,3.82
2013-01-06,29.3,21.6,3.2,3.2,0.0,5.23,10.7,300,1008.1,16.69,12.0,3.47
2013-01-07,30.2,23.2,8.5,8.5,0.0,2.38,8.2,354,1006.2,13.82,9.0,3.03
2013-01-08,28.3,22.3,14.1,14.1,0.0,5.04,10.1,178,1007.4,16.95,15.0,3.39
2013-01-09,28.3,21.0,0.3,0.3,0.0,5.24,9.7,146,1015.0,22.13,3.0,4.64
2013-01-10,27.0,18.7,0.0,0.0,0.0,5.94,11.1,132,1018.4,28.74,0.0,5.58
2013-01-11,26.0,17.1,0.0,0.0,0.0,6.0,11.4,118,1016.4,29.83,0.0,5.77
2013-01-12,26.4,16.4,0.0,0.0,0.0,3.96,7.1,119,1013.9,30.42,0.0,5.92
2013-01-13,27.8,16.3,0.0,0.0,0.0,5.53,10.2,111,1014.8,26.38,0.0,5.43
2013-01-14,28.2,19.0,0.3,0.3,0.0,5.97,11.5,111,1014.2,28.84,1.0,5.83
2013-01-15,27.9,20.1,0.5,0.5,0.0,6.36,11.6,105,1011.6,25.83,2.0,5.32
2013-01-16,29.6,19.4,0.0,0.0,0.0,4.3,8.2,110,1009.1,29.3,0.0,5.98
2013-01-17,30.2,19.1,0.3,0.3,0.0,4.75,8.3,128,1009.5,28.35,2.0,5.89
2013-01-18,26.1,21.7,7.6,7.6,0.0,4.51,9.8,144,1011.1,18.51,9.0,3.53
2013-01-19,26.3,18.9,0.5,0.5,0.0,6.02,11.7,162,1014.0,23.61,4.0,4.59
2013-01-20,25.6,19.2,1.1,1.1,0.0,6.08,11.9,128,1017.9,24.42,5.0,4.83
2013-01-21,26.6,19.0,0.0,0.0,0.0,6.73,12.4,103,1020.0,24.17,0.0,5.4
2013-01-22,28.7,17.9,0.0,0.0,0.0,5.7,10.8,98,1018.9,29.26,0.0,6.09
2013-01-23,30.6,18.5,0.0,0.0,0.0,3.65,6.5,59,1013.8,27.16,0.0,5.75
2013-01-24,33.6,20.1,4.9,4.9,0.0,4.7,11.6,328,1006.5,25.76,4.0,5.87
2013-01-25,29.4,20.3,9.6,9.6,0.0,7.11,16.9,256,1005.9,20.85,7.0,4.32
2013-01-26,23.8,17.5,0.0,0.0,0.0,4.4,8.5,192,1014.3,27.27,0.0,5.48
