time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2004-01-01,22.1,16.4,0.0,0.0,0.0,3.97,8.2,152,1018.0,24.74,0.0,4.73
2004-01-02,25.1,13.9,0.0,0.0,0.0,4.74,8.8,130,1017.5,28.8,0.0,5.5
2004-01-03,27.3,14.3,0.0,0.0,0.0,6.14,11.4,106,1015.8,31.91,0.0,6.23
2004-01-04,28.8,17.4,0.0,0.0,0.0,4.88,9.1,102,1014.0,31.93,0.0,6.45
2004-01-05,30.8,17.9,0.0,0.0,0.0,4.18,7.5,73,1011.9,31.93,0.0,6.55
2004-01-06,32.3,20.0,0.0,0.0,0.0,3.4,6.9,78,1010.7,29.7,0.0,6.36
2004-01-07,31.4,20.9,5.7,5.7,0.0,3.68,8.1,343,1010.2,27.1,7.0,5.52
2004-01-08,29.7,22.1,7.6,7.6,0.0,4.47,8.7,91,1008.6,22.36,6.0,4.73
2004-01-09,30.1,21.4,4.0,4.0,0.0,4.34,8.6,98,1007.6,27.24,4.0,5.58
2004-01-10,30.8,21.5,0.4,0.4,0.0,4.43,8.6,107,1006.8,27.52,2.0,5.73
2004-01-11,28.2,21.8,19.2,19.2,0.0,5.29,10.2,163,1007.2,19.07,16.0,3.68
2004-01-12,26.6,21.1,1.1,1.1,0.0,7.06,13.0,112,1012.4,24.17,6.0,4.71
2004-01-13,27.4,19.9,0.1,0.1,0.0,6.14,11.2,107,1010.3,25.13,1.0,5.26
2004-01-14,26.7,19.9,18.1,18.1,0.0,3.94,8.1,130,1006.4,16.35,12.0,3.24
2004-01-15,29.5,20.0,0.0,0.0,0.0,4.71,8.8,176,1007.7,27.73,0.0,5.78
2004-01-16,26.4,20.9,0.0,0.0,0.0,6.85,12.1,137,1012.7,21.37,0.0,4.3
2004-01-17,27.7,20.3,0.4,0.4,0.0,6.22,11.4,108,1014.8,23.29,1.0,4.76
2004-01-18,28.0,20.6,0.0,0.0,0.0,6.09,11.3,101,1013.7,20.19,0.0,4.64
2004-01-19,27.9,20.6,0.4,0.4,0.0,6.28,11.5,101,1012.6,21.1,1.0,4.86
2004-01-20,29.7,20.8,0.0,0.0,0.0,6.25,11.3,92,1011.1,26.94,0.0,6.03
2004-01-21,30.2,21.7,0.4,0.4,0.0,3.77,7.9,87,1010.4,20.89,1.0,4.68
2004-01-22,29.5,20.2,4.1,4.1,0.0,5.03,9.9,106,1010.2,24.81,5.0,5.18
2004-01-23,29.7,21.9,0.3,0.3,0.0,5.77,11.6,99,1010.8,24.78,2.0,5.47
2004-01-24,29.6,21.9,0.7,0.7,0.0,4.5,8.9,89,1009.5,20.0,3.0,4.37
2004-01-25,28.5,21.5,13.7,13.7,0.0,3.49,7.1,176,1007.4,20.19,9.0,4.07
2004-01-26,29.6,21.9,0.0,0.0,0.0,4.48,8.6,147,1009.7,24.42,0.0,5.25
2004-01-27,28.0,20.4,1.6,1.6,0.0,3.53,7.1,134,1010.6,17.44,9.0,3.74
2004-01-28,31.3,20.2,9.5,9.5,0.0,3.88,8.0,40,1009.5,24.93,2.0,5.03
2004-01-29,31.1,22.1,3.8,3.8,0.0,3.14,10.1,358,1009.5,24.37,8.0,4.95
2004-01-30,32.2,22.3,1.3,1.3,0.0,3.76,7.5,81,1010.4,27.53,3.0,5.73
2004-01-31,31.6,23.2,0.9,0.9,0.0,4.14,8.4,117,1011.4,25.24,3.0,5.3
2004-02-01,31.8,22.8,15.0,15.0,0.0,5.28,13.1,317,1010.2,20.8,6.0,4.38
2004-02-02,28.9,23.0,0.6,0.6,0.0,5.37,10.5,190,1010.9,19.56,2.0,4.19
2004-02-03,29.8,21.4,0.0,0.0,0.0,4.3,8.1,115,1011.8,17.22,0.0,3.91
2004-02-04,31.5,21.9,0.5,0.5,0.0,3.97,8.4,133,1010.9,21.37,1.0,4.48
2004-02-05,26.7,21.9,1.3,1.3,0.0,6.94,12.8,163,1012.5,14.1,6.0,3.02
2004-02-06,25.9,20.7,0.0,0.0,0.0,5.66,10.9,163,1015.5,23.2,0.0,4.85
2004-02-07,27.0,19.2,0.9,0.9,0.0,5.71,10.9,128,1016.7,21.56,5.0,4.57
2004-02-08,26.7,19.6,0.1,0.1,0.0,7.09,13.2,98,1019.5,23.65,1.0,5.21
2004-02-09,28.6,18.5,0.0,0.0,0.0,6.4,11.9,97,1019.9,27.53,0.0,5.96
2004-02-10,28.8,18.2,0.7,0.7,0.0,4.61,9.7,95,1017.3,25.36,2.0,5.26
