time,temperature_2m,relative_humidity_2m,precipitation,rain,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m
2023-01-01T00:00,24.1,62,0.0,0.0,1012.6,0,3.81,95
2023-01-01T01:00,23.5,66,0.0,0.0,1012.3,0,3.21,95
2023-01-01T02:00,22.9,71,0.0,0.0,1011.9,0,2.75,100
2023-01-01T03:00,21.3,83,0.0,0.0,1012.3,0,2.24,63
2023-01-01T04:00,20.8,86,0.0,0.0,1012.6,0,2.22,36
2023-01-01T05:00,20.7,88,0.0,0.0,1012.5,0,1.75,77
2023-01-01T06:00,21.3,89,0.0,0.0,1012.8,0,1.32,81
2023-01-01T07:00,23.2,85,0.0,0.0,1013.2,0,1.33,77
2023-01-01T08:00,25.5,74,0.0,0.0,1013.4,0,1.41,45
2023-01-01T09:00,27.9,59,0.0,0.0,1013.4,0,2.2,30
2023-01-01T10:00,29.9,54,0.0,0.0,1013.0,0,2.42,30
2023-01-01T11:00,31.5,49,0.0,0.0,1012.3,0,1.84,29
2023-01-01T12:00,32.8,47,0.0,0.0,1011.6,0,1.58,35
2023-01-01T13:00,33.9,43,0.0,0.0,1010.8,15,1.43,25
2023-01-01T14:00,34.5,38,0.0,0.0,1010.1,6,0.9,90
2023-01-01T15:00,34.5,38,0.0,0.0,1009.3,6,2.28,142
2023-01-01T16:00,34.1,41,0.0,0.0,1008.4,49,3.0,154
2023-01-01T17:00,34.4,38,0.0,0.0,1007.6,34,2.12,135
2023-01-01T18:00,32.5,45,0.0,0.0,1007.6,11,4.7,90
2023-01-01T19:00,29.7,60,0.0,0.0,1008.2,3,5.4,92
2023-01-01T20:00,27.4,73,0.0,0.0,1008.5,14,5.3,88
2023-01-01T21:00,27.0,73,0.0,0.0,1008.0,97,5.61,87
2023-01-01T22:00,26.5,74,0.0,0.0,1008.9,86,4.72,85
2023-01-01T23:00,26.3,74,0.0,0.0,1009.2,75,4.08,73
2023-01-02T00:00,26.0,74,0.0,0.0,1008.5,100,3.54,61
2023-01-02T01:00,26.1,71,0.0,0.0,1008.1,100,3.76,40
2023-01-02T02:00,26.6,63,0.0,0.0,1007.7,100,3.71,357
2023-01-02T03:00,26.4,61,0.0,0.0,1007.8,100,4.69,320
2023-01-02T04:00,25.0,77,0.2,0.2,1008.1,100,5.26,291
2023-01-02T05:00,23.0,92,2.4,2.4,1008.0,100,2.97,318
2023-01-02T06:00,23.7,88,0.8,0.8,1008.2,100,3.09,335
2023-01-02T07:00,24.1,86,0.0,0.0,1008.8,92,2.95,336
2023-01-02T08:00,24.8,84,0.2,0.2,1009.2,58,1.92,321
2023-01-02T09:00,26.4,77,0.1,0.1,1008.7,82,4.37,340
2023-01-02T10:00,28.5,68,0.0,0.0,1008.4,23,5.31,340
2023-01-02T11:00,29.7,65,0.1,0.1,1007.8,24,6.24,325
2023-01-02T12:00,30.8,62,0.1,0.1,1007.0,23,6.66,311
2023-01-02T13:00,29.3,67,1.0,1.0,1006.6,42,6.54,309
2023-01-02T14:00,31.3,55,0.1,0.1,1005.3,59,6.3,312
2023-01-02T15:00,29.3,67,0.5,0.5,1004.9,33,6.05,292
2023-01-02T16:00,29.3,65,0.0,0.0,1003.8,23,4.36,279
2023-01-02T17:00,30.3,62,0.0,0.0,1003.7,70,4.08,287
2023-01-02T18:00,27.6,72,0.0,0.0,1004.3,86,5.26,291
2023-01-02T19:00,24.3,92,19.7,19.7,1005.1,84,2.95,336
2023-01-02T20:00,22.3,96,14.3,14.3,1006.0,100,4.58,306
2023-01-02T21:00,23.2,91,0.4,0.4,1005.4,21,2.5,217
2023-01-02T22:00,23.1,93,0.1,0.1,1006.4,34,3.44,26
2023-01-02T23:00,22.8,91,0.3,0.3,1007.0,34,2.0,357
2023-01-03T00:00,22.6,94,0.3,0.3,1006.7,29,1.48,298
2023-01-03T01:00,22.4,93,0.0,0.0,1006.4,15,1.7,273
