time,temperature_2m,relative_humidity_2m,precipitation,rain,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m
2020-01-01T00:00,26.3,83,0.0,0.0,1005.1,59,1.56,310
2020-01-01T01:00,26.5,83,0.0,0.0,1004.7,65,1.75,329
2020-01-01T02:00,26.4,84,0.0,0.0,1004.2,82,2.08,325
2020-01-01T03:00,26.4,84,0.0,0.0,1004.0,99,2.27,311
2020-01-01T04:00,26.3,86,1.3,1.3,1004.0,94,2.58,306
2020-01-01T05:00,26.3,87,0.0,0.0,1003.9,89,3.58,306
2020-01-01T06:00,26.3,86,0.0,0.0,1004.2,14,3.83,303
2020-01-01T07:00,27.6,79,0.0,0.0,1004.7,3,3.89,299
2020-01-01T08:00,29.2,70,0.0,0.0,1005.2,6,4.9,287
2020-01-01T09:00,30.2,63,0.0,0.0,1005.6,21,4.36,279
2020-01-01T10:00,31.4,61,0.0,0.0,1005.3,17,4.41,274
2020-01-01T11:00,32.1,58,0.0,0.0,1005.0,27,4.18,281
2020-01-01T12:00,33.3,54,0.0,0.0,1004.5,29,5.19,286
2020-01-01T13:00,33.2,51,0.1,0.1,1004.0,49,3.96,249
2020-01-01T14:00,31.2,59,0.5,0.5,1003.7,69,3.75,171
2020-01-01T15:00,28.7,68,0.9,0.9,1004.2,100,5.73,164
2020-01-01T16:00,26.7,83,2.1,2.1,1004.2,91,5.8,178
2020-01-01T17:00,26.6,79,1.6,1.6,1004.3,100,6.6,178
2020-01-01T18:00,24.5,92,1.7,1.7,1004.7,97,6.14,168
2020-01-01T19:00,25.1,82,0.4,0.4,1005.1,29,6.36,167
2020-01-01T20:00,24.7,80,0.0,0.0,1006.0,82,5.98,170
2020-01-01T21:00,24.3,82,0.0,0.0,1007.7,94,8.83,170
2020-01-01T22:00,23.8,82,0.0,0.0,1008.3,44,8.14,169
2020-01-01T23:00,23.4,81,0.0,0.0,1009.0,40,7.23,166
2020-01-02T00:00,23.2,81,0.0,0.0,1009.1,48,6.46,158
2020-01-02T01:00,23.1,81,0.0,0.0,1008.9,93,5.28,161
2020-01-02T02:00,22.8,83,0.3,0.3,1009.0,100,6.04,161
2020-01-02T03:00,22.9,80,0.2,0.2,1008.9,64,6.18,166
2020-01-02T04:00,22.6,79,0.0,0.0,1009.1,78,6.0,169
2020-01-02T05:00,22.5,78,0.0,0.0,1009.8,64,6.11,165
2020-01-02T06:00,22.6,73,0.0,0.0,1010.5,39,5.92,164
2020-01-02T07:00,23.4,66,0.0,0.0,1011.3,66,6.8,160
2020-01-02T08:00,24.0,63,0.0,0.0,1011.9,79,7.08,157
