time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,wind_speed_10m_max,wind_direction_10m_dominant
2024-01-01,30.0,18.2,0.0,0.0,6.36,115
2024-01-02,28.3,20.8,4.1,4.1,3.81,113
2024-01-03,27.6,20.3,3.9,3.9,7.71,104
2024-01-04,26.8,20.7,4.0,4.0,7.18,110
2024-01-05,28.9,20.2,0.6,0.6,7.09,101
2024-01-06,31.9,19.8,0.0,0.0,5.1,101
2024-01-07,34.3,23.2,9.2,9.2,5.54,329
2024-01-08,32.5,23.9,3.1,3.1,6.8,290
2024-01-09,31.1,22.9,0.1,0.1,6.21,127
2024-01-10,35.4,22.7,0.0,0.0,4.9,255
2024-01-11,27.0,23.4,9.5,9.5,6.71,144
2024-01-12,26.5,20.8,1.0,1.0,7.55,131
2024-01-13,29.8,18.7,0.0,0.0,6.48,102
2024-01-14,35.7,20.9,8.5,8.5,7.02,332
2024-01-15,34.2,21.3,4.9,4.9,7.18,239
2024-01-16,33.3,21.5,8.1,8.1,7.27,114
2024-01-17,27.5,23.2,22.6,22.6,7.6,100
2024-01-18,28.5,22.3,4.2,4.2,7.1,94
2024-01-19,32.0,22.5,4.6,4.6,4.56,229
2024-01-20,26.4,22.2,10.9,10.9,6.8,172
2024-01-21,25.7,21.2,1.0,1.0,7.58,138
2024-01-22,26.4,20.0,1.1,1.1,7.6,114
2024-01-23,26.1,19.6,0.9,0.9,8.61,105
2024-01-24,25.1,18.7,2.2,2.2,7.43,103
2024-01-25,27.8,19.1,0.1,0.1,7.92,120
2024-01-26,26.9,19.2,0.5,0.5,7.3,115
2024-01-27,26.3,19.6,1.0,1.0,5.61,109
2024-01-28,27.5,19.8,11.0,11.0,6.66,120
2024-01-29,26.5,19.7,3.9,3.9,3.37,167
2024-01-30,29.9,20.6,0.3,0.3,5.8,171
2024-01-31,29.0,20.0,0.0,0.0,5.06,135
2024-02-01,31.1,19.0,0.0,0.0,6.26,119
2024-02-02,32.0,18.6,0.0,0.0,6.48,103
2024-02-03,34.8,20.0,0.0,0.0,4.9,60
2024-02-04,34.4,22.8,8.7,8.7,4.24,268
2024-02-05,30.6,23.1,0.2,0.2,5.8,133
2024-02-06,30.5,22.8,0.1,0.1,6.18,123
2024-02-07,32.7,21.8,0.0,0.0,6.63,116
2024-02-08,34.3,22.3,0.0,0.0,6.45,126
2024-02-09,34.5,23.1,1.1,1.1,5.6,122
2024-02-10,35.9,24.5,0.9,0.9,5.52,78
2024-02-11,37.7,26.6,0.4,0.4,5.69,320
2024-02-12,36.8,27.2,5.6,5.6,5.38,7
2024-02-13,29.2,22.1,29.9,29.9,8.2,172
2024-02-14,25.4,21.4,0.0,0.0,6.36,124
2024-02-15,28.0,19.5,0.0,0.0,7.12,102
2024-02-16,23.4,21.0,34.5,34.5,6.41,102
2024-02-17,29.2,20.6,4.7,4.7,4.03,98
2024-02-18,30.8,22.1,1.0,1.0,6.15,94
2024-02-19,28.3,21.9,0.2,0.2,6.22,126
2024-02-20,27.0,21.0,0.1,0.1,6.16,130
2024-02-21,28.1,19.1,0.0,0.0,5.34,123
2024-02-22,30.1,20.0,0.0,0.0,4.7,103
2024-02-23,33.0,22.8,0.0,0.0,5.05,149
2024-02-24,30.2,24.2,0.0,0.0,6.84,138
2024-02-25,30.3,23.3,0.3,0.3,7.34,116
2024-02-26,28.8,23.1,12.2,12.2,5.57,91
2024-02-27,29.5,23.4,15.9,15.9,4.46,284
2024-02-28,29.0,23.7,0.9,0.9,4.36,159
2024-02-29,29.3,23.5,1.3,1.3,3.99,150
2024-03-01,28.8,23.5,0.2,0.2,5.8,127
