time,temperature_2m,relative_humidity_2m,precipitation,rain,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m
2022-01-01T00:00,23.6,83,0.0,0.0,1006.1,0,1.6,94
2022-01-01T01:00,22.7,88,0.0,0.0,1005.7,0,1.43,115
2022-01-01T02:00,22.4,91,0.0,0.0,1005.3,0,1.3,148
2022-01-01T03:00,22.0,92,0.0,0.0,1005.0,0,1.5,143
2022-01-01T04:00,21.4,93,0.0,0.0,1005.1,0,1.97,156
2022-01-01T05:00,21.1,94,0.0,0.0,1005.5,0,2.12,161
2022-01-01T06:00,22.2,93,0.0,0.0,1006.2,0,1.3,176
2022-01-01T07:00,23.7,86,0.0,0.0,1006.8,0,1.55,165
2022-01-01T08:00,25.4,78,0.0,0.0,1007.1,0,1.08,124
2022-01-01T09:00,26.9,68,0.0,0.0,1007.1,0,0.51,79
2022-01-01T10:00,29.0,61,0.0,0.0,1006.8,0,0.45,117
2022-01-01T11:00,30.8,54,0.0,0.0,1006.6,1,0.99,135
2022-01-01T12:00,32.4,46,0.0,0.0,1006.1,4,0.63,108
2022-01-01T13:00,34.0,37,0.0,0.0,1006.1,20,1.3,184
2022-01-01T14:00,34.5,34,0.0,0.0,1005.2,30,2.48,137
2022-01-01T15:00,33.7,39,0.0,0.0,1004.5,35,4.18,132
2022-01-01T16:00,33.8,37,0.0,0.0,1004.0,14,4.42,142
2022-01-01T17:00,33.0,39,0.0,0.0,1003.8,8,5.32,139
2022-01-01T18:00,32.2,44,0.0,0.0,1004.1,6,5.34,128
2022-01-01T19:00,29.9,55,0.0,0.0,1005.1,1,5.79,100
2022-01-01T20:00,28.1,59,0.0,0.0,1006.0,2,5.94,103
2022-01-01T21:00,26.6,67,0.0,0.0,1006.0,3,5.07,112
2022-01-01T22:00,25.1,73,0.0,0.0,1007.4,5,2.6,106
2022-01-01T23:00,24.3,77,0.0,0.0,1007.0,13,3.61,109
2022-01-02T00:00,23.8,81,0.0,0.0,1006.9,0,2.89,104
2022-01-02T01:00,23.2,85,0.0,0.0,1006.7,0,2.3,124
2022-01-02T02:00,22.0,91,0.0,0.0,1006.5,0,1.64,128
2022-01-02T03:00,21.6,92,0.0,0.0,1006.5,6,1.75,114
2022-01-02T04:00,21.5,93,0.0,0.0,1006.5,19,1.49,110
2022-01-02T05:00,21.6,93,0.0,0.0,1006.6,46,1.5,94
2022-01-02T06:00,22.5,91,0.0,0.0,1006.9,22,2.04,79
2022-01-02T07:00,24.5,82,0.0,0.0,1007.4,9,1.9,90
2022-01-02T08:00,27.3,67,0.0,0.0,1007.8,3,1.53,79
2022-01-02T09:00,30.0,55,0.0,0.0,1006.9,0,1.81,6
2022-01-02T10:00,32.2,48,0.0,0.0,1006.9,99,1.8,304
2022-01-02T11:00,34.2,43,0.0,0.0,1006.6,17,1.91,313
2022-01-02T12:00,36.2,39,0.0,0.0,1005.9,82,1.92,309
2022-01-02T13:00,34.7,40,0.9,0.9,1006.2,82,2.25,238
2022-01-02T14:00,34.3,43,0.0,0.0,1005.9,100,5.2,179
2022-01-02T15:00,32.8,50,0.0,0.0,1006.8,100,6.82,176
2022-01-02T16:00,29.0,62,0.0,0.0,1007.3,78,5.76,172
2022-01-02T17:00,29.8,63,0.0,0.0,1006.7,92,4.57,170
2022-01-02T18:00,28.6,65,0.3,0.3,1007.2,100,4.17,136
2022-01-02T19:00,27.5,70,0.2,0.2,1007.5,100,3.04,117
2022-01-02T20:00,26.7,74,0.0,0.0,1007.6,100,1.42,129
2022-01-02T21:00,26.2,75,0.0,0.0,1008.1,100,2.69,42
2022-01-02T22:00,25.9,76,0.0,0.0,1008.4,100,2.4,17
2022-01-02T23:00,25.5,80,0.0,0.0,1008.6,100,1.9,342
2022-01-03T00:00,24.9,84,0.0,0.0,1009.0,100,1.62,248
2022-01-03T01:00,24.9,83,0.0,0.0,1009.0,100,1.36,197
2022-01-03T02:00,24.3,87,0.0,0.0,1008.3,100,1.14,165
2022-01-03T03:00,24.3,87,0.0,0.0,1008.3,100,1.14,195
2022-01-03T04:00,24.5,87,0.0,0.0,1008.5,100,0.63,72
2022-01-03T05:00,24.4,89,0.0,0.0,1008.9,100,0.98,114
2022-01-03T06:00,25.0,88,0.0,0.0,1009.2,100,1.24,76
2022-01-03T07:00,26.0,83,0.0,0.0,1009.5,56,1.53,58
2022-01-03T08:00,27.6,71,0.0,0.0,1009.7,97,2.19,24
2022-01-03T09:00,28.9,64,0.0,0.0,1010.1,84,0.61,351
2022-01-03T10:00,30.3,60,0.0,0.0,1009.9,47,1.3,23
2022-01-03T11:00,31.6,55,0.0,0.0,1009.7,2,1.24,14
2022-01-03T12:00,32.9,50,0.0,0.0,1008.9,5,0.82,14
2022-01-03T13:00,33.9,46,0.0,0.0,1008.1,6,1.08,68
2022-01-03T14:00,33.7,46,0.0,0.0,1007.7,36,3.04,136
2022-01-03T15:00,32.5,52,0.3,0.3,1007.2,59,4.27,147
2022-01-03T16:00,32.2,51,0.6,0.6,1006.8,74,4.76,141
2022-01-03T17:00,32.4,48,0.0,0.0,1006.8,100,2.75,123
2022-01-03T18:00,31.0,50,0.1,0.1,1006.6,98,2.33,65
2022-01-03T19:00,29.4,65,0.0,0.0,1007.1,100,2.06,14
2022-01-03T20:00,28.0,74,0.0,0.0,1007.0,100,1.2,42
2022-01-03T21:00,28.8,65,0.0,0.0,1007.2,100,1.35,48
2022-01-03T22:00,28.1,68,0.0,0.0,1007.4,100,1.5,86
2022-01-03T23:00,27.5,73,0.0,0.0,1007.3,100,1.91,43
2022-01-04T00:00,26.9,79,0.0,0.0,1006.9,100,1.22,35
2022-01-04T01:00,26.1,85,0.0,0.0,1006.4,100,1.2,48
